location;gender;rent
Friedrichshain-Kreuzberg;unknown;400
Friedrichshain-Kreuzberg;male;450
Tempelhof-Schoeneberg;male;800
Spandau;female;500
Pankow;unknown;700
Pankow;unknown;500
Steglitz-Zehlendorf;male;450
Mitte;unknown;700
Pankow;unknown;700
Charlottenburg-Wilmersdorf;male;500
Mitte;female;450
Mitte;unknown;650
Friedrichshain-Kreuzberg;male;700
Tempelhof-Schoeneberg;unknown;750
Friedrichshain-Kreuzberg;male;400
Spandau;unknown;400
Steglitz-Zehlendorf;unknown;700
Charlottenburg-Wilmersdorf;female;700
Neukoelln;female;500
Charlottenburg-Wilmersdorf;female;450
Friedrichshain-Kreuzberg;male;450
Treptow-Koepenick;unknown;600
Charlottenburg-Wilmersdorf;male;700
Marzahn-Hellersdorf;female;500
Treptow-Koepenick;female;700
Lichtenberg;unknown;600
Mitte;unknown;800
Friedrichshain-Kreuzberg;male;650
Reinickendorf;male;450
Marzahn-Hellersdorf;male;450
Steglitz-Zehlendorf;female;400
Lichtenberg;male;600
Marzahn-Hellersdorf;female;550
Mitte;female;650
Tempelhof-Schoeneberg;unknown;750
Charlottenburg-Wilmersdorf;female;800
Spandau;male;650
Friedrichshain-Kreuzberg;female;550
Treptow-Koepenick;unknown;700
Pankow;female;750
Reinickendorf;unknown;400
Steglitz-Zehlendorf;female;550
Pankow;unknown;400
Charlottenburg-Wilmersdorf;male;800
Reinickendorf;female;750
Lichtenberg;male;450
Treptow-Koepenick;female;600
Spandau;male;650
Charlottenburg-Wilmersdorf;female;450
Pankow;male;500
Neukoelln;male;500
Neukoelln;unknown;450
Marzahn-Hellersdorf;unknown;650
Friedrichshain-Kreuzberg;female;550
Friedrichshain-Kreuzberg;male;750
Neukoelln;unknown;800
Neukoelln;female;600
Pankow;male;750
Pankow;female;450
Tempelhof-Schoeneberg;unknown;650
Pankow;male;700
Treptow-Koepenick;female;450
Lichtenberg;female;800
Mitte;female;500
Charlottenburg-Wilmersdorf;unknown;750
Pankow;male;600
Reinickendorf;female;600
Neukoelln;female;550
Pankow;female;500
Charlottenburg-Wilmersdorf;unknown;450
Friedrichshain-Kreuzberg;female;400
Spandau;unknown;450
Reinickendorf;female;500
Steglitz-Zehlendorf;male;450
Charlottenburg-Wilmersdorf;female;750
Pankow;male;600
Spandau;female;550
Pankow;female;600
Neukoelln;female;400
Neukoelln;unknown;800
Reinickendorf;unknown;700
Charlottenburg-Wilmersdorf;female;750
Lichtenberg;unknown;600
Marzahn-Hellersdorf;unknown;800
Lichtenberg;unknown;650
Marzahn-Hellersdorf;unknown;550
Pankow;female;700
Spandau;male;700
Mitte;male;800
Marzahn-Hellersdorf;female;500
Marzahn-Hellersdorf;female;450
Mitte;unknown;550
Treptow-Koepenick;female;600
Steglitz-Zehlendorf;female;750
Marzahn-Hellersdorf;unknown;400
Friedrichshain-Kreuzberg;female;400
Reinickendorf;unknown;600
Pankow;female;600
Charlottenburg-Wilmersdorf;unknown;600
Charlottenburg-Wilmersdorf;female;650
Neukoelln;female;500
Neukoelln;female;700
Pankow;male;550
Spandau;unknown;400
Pankow;male;800
Pankow;female;750
Mitte;male;400
Neukoelln;male;700
Pankow;male;400
Charlottenburg-Wilmersdorf;unknown;550
Lichtenberg;female;750
Pankow;unknown;550
Mitte;female;650
Steglitz-Zehlendorf;female;450
Pankow;female;600
Spandau;unknown;600
Lichtenberg;unknown;450
Treptow-Koepenick;male;500
Lichtenberg;female;450
Charlottenburg-Wilmersdorf;female;500
Pankow;male;600
Tempelhof-Schoeneberg;male;550
Tempelhof-Schoeneberg;unknown;650
Treptow-Koepenick;male;450
Lichtenberg;female;750
Mitte;female;550
Neukoelln;unknown;700
Neukoelln;male;400
Mitte;female;550
Spandau;female;700
Treptow-Koepenick;unknown;500
Tempelhof-Schoeneberg;unknown;450
Steglitz-Zehlendorf;female;750
Spandau;male;450
Spandau;female;650
Neukoelln;female;650
Spandau;male;750
Friedrichshain-Kreuzberg;male;650
Neukoelln;male;450
Reinickendorf;male;750
Tempelhof-Schoeneberg;unknown;500
Friedrichshain-Kreuzberg;unknown;650
Tempelhof-Schoeneberg;unknown;750
Marzahn-Hellersdorf;unknown;650
Friedrichshain-Kreuzberg;male;550
Reinickendorf;female;700
Marzahn-Hellersdorf;female;450
Spandau;unknown;800
Treptow-Koepenick;male;650
Mitte;female;450
Friedrichshain-Kreuzberg;female;800
Lichtenberg;unknown;800
Mitte;male;550
Reinickendorf;female;550
Steglitz-Zehlendorf;female;750
Friedrichshain-Kreuzberg;female;400
Spandau;unknown;400
Reinickendorf;female;450
Tempelhof-Schoeneberg;female;800
Reinickendorf;unknown;400
Tempelhof-Schoeneberg;male;750
Tempelhof-Schoeneberg;unknown;500
Reinickendorf;unknown;650
Spandau;male;650
Friedrichshain-Kreuzberg;male;700
Reinickendorf;female;750
Treptow-Koepenick;unknown;450
Marzahn-Hellersdorf;male;750
Steglitz-Zehlendorf;female;450
Marzahn-Hellersdorf;unknown;600
Steglitz-Zehlendorf;male;800
Charlottenburg-Wilmersdorf;unknown;400
Tempelhof-Schoeneberg;male;400
Reinickendorf;unknown;450
Marzahn-Hellersdorf;male;450
Charlottenburg-Wilmersdorf;male;700
Marzahn-Hellersdorf;male;750
Lichtenberg;female;650
Pankow;male;500
Marzahn-Hellersdorf;unknown;500
Marzahn-Hellersdorf;male;400
Steglitz-Zehlendorf;unknown;800
Lichtenberg;male;700
Pankow;female;650
Spandau;unknown;550
Spandau;female;450
Reinickendorf;female;800
Marzahn-Hellersdorf;male;400
Steglitz-Zehlendorf;female;650
Charlottenburg-Wilmersdorf;female;400
Pankow;male;800
Spandau;female;500
Charlottenburg-Wilmersdorf;female;700
Reinickendorf;female;450
Neukoelln;male;800
Mitte;male;500
Reinickendorf;unknown;700
Lichtenberg;unknown;450
Steglitz-Zehlendorf;male;500
Neukoelln;unknown;650
Steglitz-Zehlendorf;male;400
Pankow;female;800
Marzahn-Hellersdorf;female;400
Spandau;male;600
Lichtenberg;female;450
Spandau;female;800
Tempelhof-Schoeneberg;unknown;650
Steglitz-Zehlendorf;unknown;400
Friedrichshain-Kreuzberg;male;600
Tempelhof-Schoeneberg;male;600
Treptow-Koepenick;unknown;500
Charlottenburg-Wilmersdorf;male;700
Reinickendorf;male;500
Lichtenberg;male;700
Mitte;unknown;750
Neukoelln;female;600
Steglitz-Zehlendorf;unknown;400
Mitte;unknown;600
Spandau;female;550
Reinickendorf;male;450
Mitte;male;400
Pankow;male;800
Marzahn-Hellersdorf;female;600
Steglitz-Zehlendorf;male;550
Mitte;unknown;700
Lichtenberg;unknown;800
Neukoelln;female;750
Tempelhof-Schoeneberg;unknown;600
Lichtenberg;male;500
Mitte;female;650
Reinickendorf;unknown;800
Reinickendorf;female;550
Treptow-Koepenick;female;750
Tempelhof-Schoeneberg;male;750
Lichtenberg;male;550
Marzahn-Hellersdorf;unknown;500
Mitte;female;550
Neukoelln;female;600
Reinickendorf;female;400
Treptow-Koepenick;unknown;500
Pankow;unknown;400
Charlottenburg-Wilmersdorf;unknown;400
Spandau;female;700
Marzahn-Hellersdorf;female;500
Marzahn-Hellersdorf;female;800
Steglitz-Zehlendorf;unknown;700
Steglitz-Zehlendorf;female;400
Spandau;male;750
Neukoelln;male;400
Reinickendorf;male;450
Treptow-Koepenick;unknown;650
Mitte;unknown;550
Steglitz-Zehlendorf;female;800
Charlottenburg-Wilmersdorf;male;800
Steglitz-Zehlendorf;female;550
Pankow;male;650
Pankow;female;700
Steglitz-Zehlendorf;female;400
Steglitz-Zehlendorf;female;550
Steglitz-Zehlendorf;unknown;550
Mitte;male;800
Tempelhof-Schoeneberg;unknown;400
Steglitz-Zehlendorf;unknown;600
Neukoelln;female;650
Friedrichshain-Kreuzberg;female;500
Mitte;unknown;750
Spandau;unknown;400
Neukoelln;female;550
Marzahn-Hellersdorf;unknown;700
Tempelhof-Schoeneberg;unknown;650
Friedrichshain-Kreuzberg;unknown;650
Treptow-Koepenick;female;600
Pankow;unknown;800
Reinickendorf;male;450
Treptow-Koepenick;male;650
Treptow-Koepenick;female;700
Spandau;male;800
Reinickendorf;male;400
Lichtenberg;female;800
Tempelhof-Schoeneberg;male;650
Friedrichshain-Kreuzberg;unknown;600
Spandau;unknown;600
Reinickendorf;unknown;750
Marzahn-Hellersdorf;male;700
Treptow-Koepenick;female;700
Friedrichshain-Kreuzberg;male;750
Tempelhof-Schoeneberg;male;600
Neukoelln;female;650
Mitte;female;600
Treptow-Koepenick;female;450
Neukoelln;female;500
Pankow;female;600
Spandau;female;600
Pankow;unknown;750
Steglitz-Zehlendorf;male;650
Friedrichshain-Kreuzberg;unknown;400
Spandau;female;550
Pankow;male;700
Marzahn-Hellersdorf;unknown;800
Tempelhof-Schoeneberg;female;700
Marzahn-Hellersdorf;male;450
Treptow-Koepenick;male;350
Tempelhof-Schoeneberg;male;650
Reinickendorf;male;550
Treptow-Koepenick;female;650
Steglitz-Zehlendorf;male;550
Neukoelln;unknown;550
Tempelhof-Schoeneberg;unknown;550
Charlottenburg-Wilmersdorf;female;550
Reinickendorf;unknown;600
Treptow-Koepenick;unknown;600
Neukoelln;unknown;500
Treptow-Koepenick;unknown;450
Tempelhof-Schoeneberg;female;750
Friedrichshain-Kreuzberg;male;450
Reinickendorf;male;600
Treptow-Koepenick;female;600
Charlottenburg-Wilmersdorf;unknown;700
Marzahn-Hellersdorf;male;600
Mitte;unknown;500
Steglitz-Zehlendorf;female;550
Reinickendorf;female;550
Reinickendorf;male;750
Tempelhof-Schoeneberg;unknown;750
Neukoelln;unknown;400
Lichtenberg;female;600
Neukoelln;male;800
Steglitz-Zehlendorf;male;550
Treptow-Koepenick;unknown;650
Steglitz-Zehlendorf;female;700
Friedrichshain-Kreuzberg;female;450
Steglitz-Zehlendorf;male;500
Pankow;unknown;400
Pankow;female;450
Marzahn-Hellersdorf;female;500
Marzahn-Hellersdorf;male;600
Steglitz-Zehlendorf;unknown;700
Steglitz-Zehlendorf;unknown;600
Lichtenberg;unknown;550
Charlottenburg-Wilmersdorf;male;600
Friedrichshain-Kreuzberg;unknown;700
Mitte;male;550
Neukoelln;unknown;500
Charlottenburg-Wilmersdorf;female;650
Neukoelln;male;550
Treptow-Koepenick;unknown;500
Marzahn-Hellersdorf;unknown;400
Mitte;female;800
Neukoelln;unknown;650
Neukoelln;male;700
Reinickendorf;male;550
Friedrichshain-Kreuzberg;female;400
Reinickendorf;male;800
Marzahn-Hellersdorf;unknown;450
Marzahn-Hellersdorf;female;750
Treptow-Koepenick;female;450
Charlottenburg-Wilmersdorf;female;500
Treptow-Koepenick;male;650
Charlottenburg-Wilmersdorf;female;450
Mitte;female;600
Spandau;unknown;800
Marzahn-Hellersdorf;male;500
Treptow-Koepenick;unknown;400
Friedrichshain-Kreuzberg;female;600
Neukoelln;female;650
Pankow;female;450
Tempelhof-Schoeneberg;female;600
Treptow-Koepenick;unknown;600
Lichtenberg;male;800
Steglitz-Zehlendorf;male;650
Treptow-Koepenick;male;800
Spandau;female;700
Marzahn-Hellersdorf;unknown;550
Marzahn-Hellersdorf;male;750
Mitte;female;800
Marzahn-Hellersdorf;unknown;400
Friedrichshain-Kreuzberg;unknown;700
Steglitz-Zehlendorf;male;450
Tempelhof-Schoeneberg;female;800
Pankow;unknown;800
Lichtenberg;male;400
Reinickendorf;unknown;800
Neukoelln;unknown;450
Marzahn-Hellersdorf;male;450
Reinickendorf;female;800
Spandau;unknown;750
Charlottenburg-Wilmersdorf;unknown;800
Charlottenburg-Wilmersdorf;male;400
Marzahn-Hellersdorf;female;400
Steglitz-Zehlendorf;male;750
Lichtenberg;female;700
Treptow-Koepenick;male;800
Reinickendorf;female;800
Mitte;female;600
Spandau;unknown;800
Steglitz-Zehlendorf;female;750
Mitte;male;700
Tempelhof-Schoeneberg;female;700
Charlottenburg-Wilmersdorf;unknown;700
Marzahn-Hellersdorf;male;800
Pankow;female;500
Treptow-Koepenick;unknown;550
Neukoelln;male;500
Spandau;female;550
Lichtenberg;male;500
Tempelhof-Schoeneberg;male;650
Lichtenberg;male;500
Steglitz-Zehlendorf;unknown;750
Mitte;unknown;600
Friedrichshain-Kreuzberg;unknown;600
Spandau;female;800
Reinickendorf;female;700
Neukoelln;female;650
Mitte;male;650
Reinickendorf;female;500
Lichtenberg;female;700
Neukoelln;male;550
Charlottenburg-Wilmersdorf;male;700
Lichtenberg;female;450
Friedrichshain-Kreuzberg;male;500
Tempelhof-Schoeneberg;male;800
Lichtenberg;male;700
Tempelhof-Schoeneberg;female;600
Mitte;unknown;600
Steglitz-Zehlendorf;male;450
Lichtenberg;unknown;500
Marzahn-Hellersdorf;unknown;750
Pankow;female;600
Pankow;male;400
Neukoelln;female;550
Lichtenberg;female;550
Friedrichshain-Kreuzberg;male;600
Reinickendorf;female;400
Tempelhof-Schoeneberg;female;500
Charlottenburg-Wilmersdorf;unknown;550
Reinickendorf;female;650
Lichtenberg;male;550
Lichtenberg;male;450
Pankow;unknown;650
Neukoelln;male;800
Reinickendorf;unknown;700
Reinickendorf;unknown;800
Friedrichshain-Kreuzberg;male;400
Mitte;unknown;650
Lichtenberg;female;500
Steglitz-Zehlendorf;male;650
Friedrichshain-Kreuzberg;unknown;500
Charlottenburg-Wilmersdorf;male;550
Pankow;female;550
Lichtenberg;female;400
Mitte;male;550
Spandau;male;800
Neukoelln;unknown;450
Friedrichshain-Kreuzberg;male;600
Pankow;female;700
Treptow-Koepenick;female;800
Steglitz-Zehlendorf;female;800
Tempelhof-Schoeneberg;male;650
Reinickendorf;female;750
Treptow-Koepenick;unknown;700
Reinickendorf;male;800
Tempelhof-Schoeneberg;unknown;450
Steglitz-Zehlendorf;female;650
Marzahn-Hellersdorf;female;500
Charlottenburg-Wilmersdorf;unknown;650
Tempelhof-Schoeneberg;unknown;750
Marzahn-Hellersdorf;female;600
Neukoelln;unknown;400
Neukoelln;male;550
Friedrichshain-Kreuzberg;female;500
Charlottenburg-Wilmersdorf;female;450
Pankow;female;550
Reinickendorf;unknown;800
Lichtenberg;male;650
Friedrichshain-Kreuzberg;female;650
Lichtenberg;male;650
Mitte;male;400
Tempelhof-Schoeneberg;female;400
Treptow-Koepenick;unknown;500
Steglitz-Zehlendorf;male;450
Pankow;female;550
Mitte;unknown;800
Lichtenberg;unknown;700
Spandau;male;400
Neukoelln;male;400
Neukoelln;female;400
Mitte;female;400
Charlottenburg-Wilmersdorf;male;450
Friedrichshain-Kreuzberg;male;700
Tempelhof-Schoeneberg;female;500
Treptow-Koepenick;female;450
Marzahn-Hellersdorf;unknown;450
Treptow-Koepenick;male;500
Mitte;male;550
Mitte;female;650
Reinickendorf;unknown;700
Pankow;unknown;700
Neukoelln;unknown;700
Marzahn-Hellersdorf;unknown;500
Friedrichshain-Kreuzberg;male;550
Treptow-Koepenick;unknown;700
Marzahn-Hellersdorf;unknown;600
Reinickendorf;female;750
Friedrichshain-Kreuzberg;unknown;400
Tempelhof-Schoeneberg;female;400
Charlottenburg-Wilmersdorf;female;400
Steglitz-Zehlendorf;female;800
Neukoelln;unknown;600
Mitte;unknown;500
Spandau;unknown;450
Friedrichshain-Kreuzberg;male;700
Tempelhof-Schoeneberg;unknown;400
Treptow-Koepenick;unknown;400
Steglitz-Zehlendorf;unknown;700
Marzahn-Hellersdorf;male;650
Treptow-Koepenick;male;550
Reinickendorf;male;600
Pankow;female;700
Marzahn-Hellersdorf;female;400
Neukoelln;unknown;550
Neukoelln;male;750
Mitte;male;500
Marzahn-Hellersdorf;male;650
Friedrichshain-Kreuzberg;male;400
Friedrichshain-Kreuzberg;female;800
Tempelhof-Schoeneberg;male;400
Steglitz-Zehlendorf;male;800
Neukoelln;male;650
Pankow;unknown;800
Steglitz-Zehlendorf;female;800
Tempelhof-Schoeneberg;male;500
Lichtenberg;unknown;450
Spandau;female;650
Spandau;female;700
Treptow-Koepenick;male;600
Charlottenburg-Wilmersdorf;male;500
Reinickendorf;unknown;600
Spandau;female;400
Friedrichshain-Kreuzberg;female;750
Charlottenburg-Wilmersdorf;male;450
Tempelhof-Schoeneberg;female;500
Lichtenberg;female;700
Treptow-Koepenick;male;550
Spandau;female;450
Lichtenberg;male;700
Tempelhof-Schoeneberg;female;400
Treptow-Koepenick;unknown;800
Spandau;unknown;700
Pankow;unknown;700
Friedrichshain-Kreuzberg;female;800
Neukoelln;female;600
Treptow-Koepenick;unknown;750
Charlottenburg-Wilmersdorf;female;800
Pankow;unknown;400
Charlottenburg-Wilmersdorf;unknown;400
Treptow-Koepenick;unknown;450
Pankow;unknown;500
Reinickendorf;male;500
Charlottenburg-Wilmersdorf;female;500
Friedrichshain-Kreuzberg;female;700
Friedrichshain-Kreuzberg;male;600
Lichtenberg;male;800
Tempelhof-Schoeneberg;unknown;550
Neukoelln;male;700
Marzahn-Hellersdorf;unknown;650
Steglitz-Zehlendorf;female;800
Steglitz-Zehlendorf;female;450
Reinickendorf;female;400
Reinickendorf;unknown;700
Marzahn-Hellersdorf;unknown;500
Mitte;unknown;600
Tempelhof-Schoeneberg;female;800
Treptow-Koepenick;male;750
Mitte;female;550
Lichtenberg;female;500
Friedrichshain-Kreuzberg;unknown;550
Friedrichshain-Kreuzberg;male;550
Reinickendorf;unknown;450
Pankow;unknown;750
Marzahn-Hellersdorf;unknown;800
Reinickendorf;unknown;450
Marzahn-Hellersdorf;unknown;700
Steglitz-Zehlendorf;unknown;700
Treptow-Koepenick;female;450
Treptow-Koepenick;female;550
Friedrichshain-Kreuzberg;female;800
Spandau;unknown;600
Charlottenburg-Wilmersdorf;unknown;750
Neukoelln;female;800
Mitte;male;600
Reinickendorf;female;500
Marzahn-Hellersdorf;female;750
Friedrichshain-Kreuzberg;male;650
Neukoelln;female;800
Lichtenberg;female;450
Friedrichshain-Kreuzberg;female;550
Neukoelln;male;650
Lichtenberg;male;600
Pankow;male;700
Tempelhof-Schoeneberg;male;450
Spandau;female;650
Tempelhof-Schoeneberg;unknown;550
Marzahn-Hellersdorf;unknown;550
Steglitz-Zehlendorf;male;500
Friedrichshain-Kreuzberg;male;400
Steglitz-Zehlendorf;male;750
Treptow-Koepenick;unknown;550
Steglitz-Zehlendorf;male;700
Steglitz-Zehlendorf;unknown;500
Neukoelln;unknown;700
Marzahn-Hellersdorf;male;500
Spandau;female;450
Spandau;male;400
Lichtenberg;unknown;650
Mitte;female;550
Reinickendorf;female;700
Pankow;male;400
Pankow;female;500
Treptow-Koepenick;female;400
Marzahn-Hellersdorf;female;450
Treptow-Koepenick;unknown;400
Steglitz-Zehlendorf;female;450
Mitte;male;750
Treptow-Koepenick;male;800
Charlottenburg-Wilmersdorf;male;750
Spandau;unknown;550
Treptow-Koepenick;female;500
Charlottenburg-Wilmersdorf;female;800
Spandau;female;750
Friedrichshain-Kreuzberg;female;500
Lichtenberg;male;500
Reinickendorf;male;800
Neukoelln;unknown;450
Pankow;male;600
Spandau;female;450
Lichtenberg;male;600
Marzahn-Hellersdorf;unknown;700
Lichtenberg;female;550
Pankow;male;800
Charlottenburg-Wilmersdorf;unknown;800
Mitte;female;400
Charlottenburg-Wilmersdorf;male;600
Spandau;female;700
Treptow-Koepenick;unknown;750
Lichtenberg;female;650
Charlottenburg-Wilmersdorf;female;400
Neukoelln;female;650
Mitte;unknown;700
Tempelhof-Schoeneberg;female;550
Lichtenberg;unknown;600
Tempelhof-Schoeneberg;unknown;450
Marzahn-Hellersdorf;female;600
Lichtenberg;unknown;650
Tempelhof-Schoeneberg;female;550
Charlottenburg-Wilmersdorf;unknown;650
Reinickendorf;male;800
Treptow-Koepenick;unknown;800
Tempelhof-Schoeneberg;unknown;650
Tempelhof-Schoeneberg;female;700
Charlottenburg-Wilmersdorf;male;650
Steglitz-Zehlendorf;female;500
Mitte;male;700
Steglitz-Zehlendorf;male;650
Marzahn-Hellersdorf;male;600
Marzahn-Hellersdorf;male;600
Charlottenburg-Wilmersdorf;male;650
Pankow;female;800
Marzahn-Hellersdorf;unknown;750
Tempelhof-Schoeneberg;female;600
Marzahn-Hellersdorf;female;550
Pankow;female;400
Charlottenburg-Wilmersdorf;female;700
Mitte;unknown;600
Reinickendorf;male;550
Treptow-Koepenick;female;500
Marzahn-Hellersdorf;unknown;550
Spandau;male;800
Treptow-Koepenick;female;750
Steglitz-Zehlendorf;male;450
Neukoelln;female;400
Marzahn-Hellersdorf;male;550
Steglitz-Zehlendorf;unknown;550
Steglitz-Zehlendorf;female;550
Treptow-Koepenick;unknown;750
Tempelhof-Schoeneberg;male;700
Pankow;female;500
Spandau;unknown;750
Reinickendorf;female;550
Friedrichshain-Kreuzberg;female;650
Mitte;female;650
Steglitz-Zehlendorf;female;800
Neukoelln;male;450
Mitte;unknown;600
Spandau;unknown;550
Reinickendorf;female;600
Charlottenburg-Wilmersdorf;female;600
Marzahn-Hellersdorf;unknown;550
Tempelhof-Schoeneberg;unknown;400
Reinickendorf;unknown;700
Charlottenburg-Wilmersdorf;unknown;650
Reinickendorf;unknown;800
Lichtenberg;male;650
Reinickendorf;female;650
Friedrichshain-Kreuzberg;female;550
Tempelhof-Schoeneberg;female;600
Friedrichshain-Kreuzberg;female;450
Friedrichshain-Kreuzberg;female;500
Charlottenburg-Wilmersdorf;unknown;450
Spandau;male;750
Lichtenberg;male;700
Marzahn-Hellersdorf;female;550
Charlottenburg-Wilmersdorf;unknown;800
Charlottenburg-Wilmersdorf;male;450
