,location,gender,rent,lowerage,upperage
2483,Tempelhof-Schoeneberg,male,400,20,23
2484,Lichtenberg,female,450,23,27
2485,Mitte,unknown,700,49,59
2486,Spandau,female,450,44,64
2487,Steglitz-Zehlendorf,male,800,40,51
2488,Treptow-Koepenick,unknown,750,32,42
2489,Tempelhof-Schoeneberg,unknown,800,33,43
2490,Pankow,male,500,28,32
2491,Pankow,male,750,37,60
2492,Steglitz-Zehlendorf,male,450,26,34
2493,Tempelhof-Schoeneberg,unknown,450,37,53
2494,Charlottenburg-Wilmersdorf,female,750,33,56
2495,Tempelhof-Schoeneberg,male,650,23,29
2496,Steglitz-Zehlendorf,male,450,19,29
2497,Lichtenberg,female,600,19,25
2498,Spandau,unknown,400,27,42
2499,Pankow,male,600,26,43
2500,Neukoelln,female,800,32,36
2501,Neukoelln,unknown,600,38,43
2502,Lichtenberg,unknown,600,45,65
2503,Friedrichshain-Kreuzberg,unknown,450,48,68
2504,Lichtenberg,unknown,700,31,55
2505,Reinickendorf,unknown,400,29,34
2506,Treptow-Koepenick,female,800,25,45
2507,Reinickendorf,unknown,650,35,50
2508,Reinickendorf,male,600,19,33
2509,Pankow,female,500,35,50
2510,Steglitz-Zehlendorf,unknown,750,49,62
2511,Pankow,male,700,35,41
2512,Spandau,female,700,41,57
2513,Charlottenburg-Wilmersdorf,unknown,550,45,69
2514,Steglitz-Zehlendorf,unknown,700,41,47
2515,Reinickendorf,male,500,47,51
2516,Neukoelln,male,700,49,63
2517,Pankow,unknown,700,22,43
2518,Treptow-Koepenick,male,700,44,54
2519,Treptow-Koepenick,male,800,48,59
2520,Charlottenburg-Wilmersdorf,male,700,37,41
2521,Neukoelln,unknown,600,39,47
2522,Mitte,female,600,28,52
2523,Steglitz-Zehlendorf,male,450,49,69
2524,Neukoelln,male,800,43,49
2525,Treptow-Koepenick,male,800,22,35
2526,Steglitz-Zehlendorf,unknown,700,36,43
2527,Mitte,male,600,23,32
2528,Steglitz-Zehlendorf,female,700,45,61
2529,Treptow-Koepenick,female,450,35,39
2530,Friedrichshain-Kreuzberg,female,700,47,60
2531,Neukoelln,female,700,18,31
2532,Mitte,unknown,450,47,62
2533,Friedrichshain-Kreuzberg,male,450,36,43
2534,Lichtenberg,female,550,36,50
2535,Marzahn-Hellersdorf,unknown,500,34,50
2536,Steglitz-Zehlendorf,unknown,600,36,53
2537,Spandau,male,700,26,44
2538,Pankow,male,450,22,43
2539,Spandau,male,750,47,71
2540,Lichtenberg,female,550,32,37
2541,Pankow,unknown,450,26,32
2542,Spandau,male,550,21,33
2543,Neukoelln,female,550,31,44
2544,Neukoelln,female,550,38,43
2545,Lichtenberg,unknown,550,36,47
2546,Spandau,female,650,48,50
2547,Reinickendorf,female,650,21,28
2548,Spandau,unknown,650,47,63
2549,Tempelhof-Schoeneberg,male,450,42,59
2550,Steglitz-Zehlendorf,male,550,44,50
2551,Lichtenberg,unknown,600,49,73
2552,Pankow,male,550,43,48
2553,Spandau,female,800,29,42
2554,Neukoelln,female,500,35,53
2555,Neukoelln,unknown,600,20,26
2556,Lichtenberg,unknown,450,42,57
2557,Neukoelln,female,700,31,38
2558,Reinickendorf,unknown,500,36,49
2559,Charlottenburg-Wilmersdorf,unknown,650,18,23
2560,Spandau,unknown,550,20,33
2561,Lichtenberg,female,600,30,46
2562,Lichtenberg,male,600,49,71
2563,Friedrichshain-Kreuzberg,female,650,49,51
2564,Tempelhof-Schoeneberg,female,450,49,62
2565,Friedrichshain-Kreuzberg,female,700,35,50
2566,Pankow,female,400,35,36
2567,Reinickendorf,male,500,25,28
2568,Tempelhof-Schoeneberg,male,600,33,57
2569,Steglitz-Zehlendorf,female,400,38,44
2570,Spandau,male,400,22,33
2571,Treptow-Koepenick,unknown,800,18,19
2572,Mitte,female,400,23,37
2573,Reinickendorf,unknown,550,37,57
2574,Tempelhof-Schoeneberg,unknown,450,38,61
2575,Charlottenburg-Wilmersdorf,male,650,19,31
2576,Charlottenburg-Wilmersdorf,male,750,19,39
2577,Treptow-Koepenick,male,400,48,63
2578,Lichtenberg,female,650,32,55
2579,Tempelhof-Schoeneberg,female,400,19,26
2580,Lichtenberg,male,650,24,26
2581,Treptow-Koepenick,unknown,500,38,58
2582,Reinickendorf,female,650,32,49
2583,Lichtenberg,unknown,450,37,44
2584,Tempelhof-Schoeneberg,unknown,500,39,62
2585,Reinickendorf,male,500,33,43
2586,Neukoelln,unknown,550,49,50
2587,Friedrichshain-Kreuzberg,male,700,30,31
2588,Reinickendorf,female,750,39,49
2589,Lichtenberg,female,750,34,37
2590,Marzahn-Hellersdorf,male,550,29,41
2591,Marzahn-Hellersdorf,unknown,650,31,54
2592,Reinickendorf,male,700,37,41
2593,Marzahn-Hellersdorf,female,500,22,43
2594,Neukoelln,unknown,800,21,26
2595,Tempelhof-Schoeneberg,male,750,46,62
2596,Pankow,unknown,700,22,31
2597,Friedrichshain-Kreuzberg,male,800,18,39
2598,Pankow,female,800,28,52
2599,Reinickendorf,unknown,600,43,55
2600,Pankow,male,800,25,33
2601,Charlottenburg-Wilmersdorf,male,750,22,41
2602,Marzahn-Hellersdorf,male,800,25,35
2603,Treptow-Koepenick,unknown,800,45,56
2604,Marzahn-Hellersdorf,unknown,750,19,20
2605,Charlottenburg-Wilmersdorf,female,400,48,55
2606,Treptow-Koepenick,male,500,29,43
2607,Charlottenburg-Wilmersdorf,female,550,31,52
2608,Steglitz-Zehlendorf,female,800,29,43
2609,Steglitz-Zehlendorf,unknown,500,22,33
2610,Reinickendorf,male,750,31,44
2611,Charlottenburg-Wilmersdorf,female,750,24,40
2612,Marzahn-Hellersdorf,female,550,41,51
2613,Treptow-Koepenick,male,700,42,64
2614,Tempelhof-Schoeneberg,male,550,23,24
2615,Treptow-Koepenick,male,450,24,44
2616,Tempelhof-Schoeneberg,female,450,25,49
2617,Spandau,male,650,30,33
2618,Neukoelln,unknown,450,37,53
2619,Lichtenberg,male,550,25,35
2620,Mitte,unknown,550,38,58
2621,Friedrichshain-Kreuzberg,female,600,25,42
2622,Treptow-Koepenick,female,650,47,63
2623,Lichtenberg,female,500,24,36
2624,Friedrichshain-Kreuzberg,male,500,39,55
2625,Steglitz-Zehlendorf,female,600,20,28
2626,Neukoelln,female,450,18,34
2627,Lichtenberg,male,550,25,27
2628,Marzahn-Hellersdorf,unknown,700,33,44
2629,Steglitz-Zehlendorf,male,550,29,43
2630,Charlottenburg-Wilmersdorf,unknown,550,25,47
2631,Spandau,male,550,43,63
2632,Neukoelln,female,600,29,32
2633,Mitte,female,800,38,61
2634,Neukoelln,unknown,700,28,39
2635,Mitte,unknown,750,48,63
2636,Neukoelln,unknown,750,46,61
2637,Pankow,male,750,28,37
2638,Neukoelln,male,800,44,52
2639,Reinickendorf,male,500,49,63
2640,Reinickendorf,male,550,37,45
2641,Friedrichshain-Kreuzberg,female,700,33,52
2642,Marzahn-Hellersdorf,male,650,44,50
2643,Steglitz-Zehlendorf,male,650,31,50
2644,Spandau,female,500,38,59
2645,Spandau,unknown,400,41,57
2646,Reinickendorf,male,500,25,32
2647,Lichtenberg,female,800,18,35
2648,Friedrichshain-Kreuzberg,male,600,32,37
2649,Reinickendorf,female,700,23,30
2650,Marzahn-Hellersdorf,male,500,23,46
2651,Spandau,female,550,30,51
2652,Steglitz-Zehlendorf,female,500,34,47
2653,Spandau,unknown,800,28,42
2654,Reinickendorf,female,650,48,49
2655,Pankow,male,400,48,52
2656,Friedrichshain-Kreuzberg,male,450,48,69
2657,Marzahn-Hellersdorf,female,700,31,55
2658,Mitte,male,750,19,30
2659,Marzahn-Hellersdorf,male,650,34,52
2660,Marzahn-Hellersdorf,unknown,700,23,26
2661,Marzahn-Hellersdorf,female,450,38,39
2662,Neukoelln,female,600,21,26
2663,Charlottenburg-Wilmersdorf,male,750,26,49
2664,Neukoelln,unknown,800,37,57
2665,Lichtenberg,unknown,750,25,26
2666,Neukoelln,male,600,34,46
2667,Pankow,unknown,600,25,39
2668,Charlottenburg-Wilmersdorf,unknown,450,36,48
2669,Mitte,male,750,41,48
2670,Charlottenburg-Wilmersdorf,female,750,41,56
2671,Lichtenberg,unknown,650,44,66
2672,Treptow-Koepenick,unknown,450,32,48
2673,Lichtenberg,female,650,49,64
2674,Neukoelln,female,700,22,38
2675,Treptow-Koepenick,female,800,48,64
2676,Tempelhof-Schoeneberg,male,550,27,37
2677,Neukoelln,female,750,30,38
2678,Marzahn-Hellersdorf,female,750,44,62
2679,Mitte,female,500,18,27
2680,Spandau,male,750,48,53
2681,Steglitz-Zehlendorf,female,550,23,27
2682,Lichtenberg,male,400,47,71
2683,Mitte,female,600,49,61
2684,Neukoelln,male,600,46,69
2685,Charlottenburg-Wilmersdorf,male,400,25,47
2686,Neukoelln,unknown,600,29,34
2687,Pankow,unknown,450,35,37
2688,Reinickendorf,male,700,45,59
2689,Spandau,male,450,32,48
2690,Treptow-Koepenick,unknown,400,24,32
2691,Steglitz-Zehlendorf,male,650,46,58
2692,Marzahn-Hellersdorf,female,400,45,69
2693,Tempelhof-Schoeneberg,male,600,20,27
2694,Treptow-Koepenick,unknown,800,23,35
2695,Friedrichshain-Kreuzberg,unknown,550,27,28
2696,Steglitz-Zehlendorf,unknown,800,40,45
2697,Charlottenburg-Wilmersdorf,male,450,22,32
2698,Tempelhof-Schoeneberg,unknown,650,18,19
2699,Tempelhof-Schoeneberg,female,750,41,63
2700,Charlottenburg-Wilmersdorf,male,500,37,42
2701,Neukoelln,male,800,31,55
2702,Lichtenberg,unknown,800,18,34
2703,Treptow-Koepenick,male,650,40,63
2704,Tempelhof-Schoeneberg,male,750,18,26
2705,Pankow,male,450,47,62
2706,Tempelhof-Schoeneberg,female,600,46,51
2707,Treptow-Koepenick,unknown,400,32,48
2708,Tempelhof-Schoeneberg,male,450,26,41
2709,Spandau,female,400,33,46
2710,Pankow,male,700,21,28
2711,Friedrichshain-Kreuzberg,unknown,650,45,49
2712,Spandau,male,700,29,38
2713,Mitte,unknown,600,48,66
2714,Reinickendorf,female,550,29,39
2715,Mitte,unknown,800,28,32
2716,Lichtenberg,male,400,44,48
2717,Treptow-Koepenick,female,400,35,42
2718,Pankow,female,650,19,29
2719,Marzahn-Hellersdorf,female,450,35,54
2720,Spandau,unknown,550,24,46
2721,Lichtenberg,female,750,39,51
2722,Mitte,male,800,29,34
2723,Mitte,unknown,750,43,63
2724,Friedrichshain-Kreuzberg,male,600,30,43
2725,Neukoelln,unknown,450,31,52
2726,Reinickendorf,male,500,22,35
2727,Pankow,unknown,400,25,34
2728,Steglitz-Zehlendorf,male,750,34,35
2729,Steglitz-Zehlendorf,male,550,33,56
2730,Tempelhof-Schoeneberg,unknown,550,32,54
2731,Pankow,male,650,18,35
2732,Lichtenberg,female,500,34,47
2733,Tempelhof-Schoeneberg,unknown,750,30,34
2734,Reinickendorf,male,500,49,65
2735,Charlottenburg-Wilmersdorf,unknown,450,35,43
2736,Marzahn-Hellersdorf,male,700,45,59
2737,Spandau,male,450,37,43
2738,Treptow-Koepenick,male,550,34,39
2739,Tempelhof-Schoeneberg,male,550,42,56
2740,Spandau,unknown,750,23,26
2741,Tempelhof-Schoeneberg,unknown,700,37,50
2742,Neukoelln,unknown,400,29,52
2743,Spandau,female,700,20,26
2744,Reinickendorf,male,650,26,38
2745,Mitte,unknown,600,41,43
2746,Mitte,unknown,400,46,55
2747,Neukoelln,male,700,27,29
2748,Steglitz-Zehlendorf,unknown,400,38,54
2749,Marzahn-Hellersdorf,male,650,47,54
2750,Treptow-Koepenick,female,750,40,53
2751,Lichtenberg,male,600,20,36
2752,Charlottenburg-Wilmersdorf,male,750,28,37
2753,Tempelhof-Schoeneberg,male,650,22,34
2754,Reinickendorf,female,750,25,49
2755,Mitte,female,500,27,49
2756,Spandau,male,750,44,50
2757,Friedrichshain-Kreuzberg,male,800,47,61
2758,Steglitz-Zehlendorf,unknown,800,41,58
2759,Treptow-Koepenick,female,650,23,42
2760,Charlottenburg-Wilmersdorf,female,400,33,46
2761,Spandau,unknown,500,28,47
2762,Neukoelln,female,500,34,51
2763,Pankow,male,500,47,60
2764,Friedrichshain-Kreuzberg,female,450,48,67
2765,Tempelhof-Schoeneberg,male,700,40,61
2766,Reinickendorf,unknown,550,41,58
2767,Neukoelln,female,600,35,55
2768,Steglitz-Zehlendorf,male,800,36,37
2769,Charlottenburg-Wilmersdorf,male,700,30,52
2770,Charlottenburg-Wilmersdorf,male,500,34,51
2771,Tempelhof-Schoeneberg,female,500,42,46
2772,Spandau,male,650,48,66
2773,Steglitz-Zehlendorf,female,750,26,44
2774,Lichtenberg,unknown,650,39,53
2775,Friedrichshain-Kreuzberg,unknown,450,28,37
2776,Reinickendorf,female,450,22,34
2777,Neukoelln,unknown,550,22,38
2778,Pankow,female,800,25,45
2779,Lichtenberg,male,550,38,53
2780,Friedrichshain-Kreuzberg,unknown,750,28,37
2781,Reinickendorf,unknown,750,25,33
2782,Lichtenberg,male,650,38,47
2783,Pankow,male,800,23,38
2784,Tempelhof-Schoeneberg,unknown,500,48,53
2785,Reinickendorf,male,650,24,45
2786,Tempelhof-Schoeneberg,male,500,35,53
2787,Friedrichshain-Kreuzberg,male,600,46,63
2788,Reinickendorf,female,450,39,61
2789,Neukoelln,male,500,45,54
2790,Tempelhof-Schoeneberg,unknown,500,28,47
2791,Tempelhof-Schoeneberg,male,700,23,45
2792,Pankow,female,600,37,61
2793,Marzahn-Hellersdorf,female,400,40,50
2794,Lichtenberg,female,650,29,40
2795,Reinickendorf,unknown,650,19,31
2796,Neukoelln,unknown,700,35,36
2797,Reinickendorf,female,800,18,25
2798,Lichtenberg,male,650,18,27
2799,Friedrichshain-Kreuzberg,unknown,450,31,36
2800,Tempelhof-Schoeneberg,female,500,39,43
2801,Pankow,male,450,34,39
2802,Spandau,female,750,34,49
2803,Steglitz-Zehlendorf,unknown,450,35,55
2804,Steglitz-Zehlendorf,unknown,550,28,42
2805,Spandau,unknown,700,48,59
2806,Pankow,female,650,39,40
2807,Mitte,female,750,49,59
2808,Lichtenberg,unknown,800,28,43
2809,Neukoelln,male,700,46,54
2810,Tempelhof-Schoeneberg,unknown,500,21,45
2811,Tempelhof-Schoeneberg,unknown,550,20,40
2812,Marzahn-Hellersdorf,male,700,24,29
2813,Neukoelln,unknown,550,38,52
2814,Lichtenberg,female,650,32,49
2815,Neukoelln,male,500,39,52
2816,Reinickendorf,unknown,450,43,47
2817,Charlottenburg-Wilmersdorf,male,650,39,44
2818,Neukoelln,female,800,18,28
2819,Lichtenberg,male,600,34,50
2820,Neukoelln,male,700,28,51
2821,Steglitz-Zehlendorf,female,700,34,51
2822,Spandau,unknown,600,45,59
2823,Friedrichshain-Kreuzberg,female,650,46,54
2824,Friedrichshain-Kreuzberg,unknown,750,23,28
2825,Tempelhof-Schoeneberg,male,550,31,47
2826,Reinickendorf,female,650,41,48
2827,Lichtenberg,unknown,600,36,44
2828,Spandau,unknown,700,26,43
2829,Tempelhof-Schoeneberg,male,700,29,41
2830,Charlottenburg-Wilmersdorf,unknown,550,19,25
2831,Treptow-Koepenick,male,700,43,65
2832,Friedrichshain-Kreuzberg,male,800,46,53
2833,Pankow,male,400,26,30
2834,Reinickendorf,female,450,39,57
2835,Friedrichshain-Kreuzberg,female,800,33,47
2836,Spandau,male,600,29,52
2837,Tempelhof-Schoeneberg,female,600,35,48
2838,Steglitz-Zehlendorf,unknown,500,37,46
2839,Treptow-Koepenick,unknown,550,24,37
2840,Charlottenburg-Wilmersdorf,unknown,400,49,68
2841,Lichtenberg,unknown,750,36,58
2842,Treptow-Koepenick,unknown,750,35,42
2843,Pankow,female,750,45,61
2844,Reinickendorf,male,500,27,51
2845,Pankow,unknown,500,22,29
2846,Lichtenberg,unknown,400,43,53
2847,Tempelhof-Schoeneberg,unknown,550,34,41
2848,Spandau,male,600,23,31
2849,Spandau,unknown,700,45,66
2850,Mitte,male,450,25,47
2851,Marzahn-Hellersdorf,unknown,750,35,55
2852,Charlottenburg-Wilmersdorf,male,750,33,48
2853,Treptow-Koepenick,female,550,27,47
2854,Marzahn-Hellersdorf,female,400,23,40
2855,Lichtenberg,male,400,27,50
2856,Spandau,male,750,35,38
2857,Lichtenberg,female,400,26,43
2858,Charlottenburg-Wilmersdorf,male,800,27,28
2859,Marzahn-Hellersdorf,female,450,18,29
2860,Steglitz-Zehlendorf,female,400,21,24
2861,Friedrichshain-Kreuzberg,unknown,550,43,51
2862,Spandau,male,550,41,45
2863,Reinickendorf,female,800,45,47
2864,Spandau,male,450,33,42
2865,Friedrichshain-Kreuzberg,male,500,42,45
2866,Pankow,male,400,40,45
2867,Steglitz-Zehlendorf,male,400,23,46
2868,Marzahn-Hellersdorf,female,550,28,36
2869,Lichtenberg,female,650,34,41
2870,Reinickendorf,unknown,400,42,45
2871,Treptow-Koepenick,unknown,500,18,19
2872,Pankow,unknown,650,48,52
2873,Mitte,male,700,32,52
2874,Reinickendorf,female,650,28,30
2875,Neukoelln,male,500,40,59
2876,Marzahn-Hellersdorf,female,450,43,67
2877,Marzahn-Hellersdorf,female,600,29,48
2878,Reinickendorf,unknown,600,21,34
2879,Steglitz-Zehlendorf,unknown,600,18,39
2880,Mitte,female,450,47,54
2881,Spandau,unknown,550,24,26
2882,Neukoelln,female,650,28,39
2883,Mitte,male,550,27,48
2884,Marzahn-Hellersdorf,male,400,48,62
2885,Treptow-Koepenick,male,550,47,61
2886,Friedrichshain-Kreuzberg,female,750,46,64
2887,Mitte,male,500,42,56
2888,Pankow,unknown,750,43,60
2889,Treptow-Koepenick,male,500,48,71
2890,Treptow-Koepenick,unknown,500,38,40
2891,Spandau,male,600,29,52
2892,Marzahn-Hellersdorf,unknown,700,42,43
2893,Steglitz-Zehlendorf,female,400,47,54
2894,Marzahn-Hellersdorf,male,400,25,40
2895,Neukoelln,unknown,550,31,35
2896,Charlottenburg-Wilmersdorf,male,450,47,52
2897,Charlottenburg-Wilmersdorf,male,650,26,30
2898,Neukoelln,female,500,36,37
2899,Tempelhof-Schoeneberg,female,750,25,27
2900,Tempelhof-Schoeneberg,unknown,600,28,52
2901,Marzahn-Hellersdorf,unknown,500,39,43
2902,Steglitz-Zehlendorf,female,400,29,42
2903,Friedrichshain-Kreuzberg,female,450,42,45
2904,Neukoelln,female,750,18,19
2905,Neukoelln,unknown,500,31,43
2906,Mitte,female,800,43,62
2907,Lichtenberg,unknown,500,41,47
2908,Friedrichshain-Kreuzberg,unknown,400,33,35
2909,Spandau,female,600,31,53
2910,Reinickendorf,unknown,800,37,55
2911,Treptow-Koepenick,male,400,43,45
2912,Lichtenberg,male,550,20,37
2913,Marzahn-Hellersdorf,male,450,44,62
2914,Charlottenburg-Wilmersdorf,unknown,750,26,27
2915,Reinickendorf,unknown,500,45,66
2916,Reinickendorf,male,500,26,31
2917,Mitte,female,700,45,62
2918,Mitte,male,550,48,67
2919,Treptow-Koepenick,unknown,700,47,56
2920,Spandau,unknown,450,44,64
2921,Spandau,male,450,22,28
2922,Friedrichshain-Kreuzberg,unknown,800,46,64
2923,Spandau,unknown,600,36,43
2924,Treptow-Koepenick,unknown,500,28,34
2925,Mitte,unknown,600,37,60
2926,Mitte,male,450,33,51
2927,Tempelhof-Schoeneberg,unknown,600,46,62
2928,Neukoelln,male,800,36,39
2929,Tempelhof-Schoeneberg,female,800,20,37
2930,Friedrichshain-Kreuzberg,female,450,42,43
2931,Neukoelln,female,700,35,41
2932,Tempelhof-Schoeneberg,male,650,41,62
2933,Charlottenburg-Wilmersdorf,male,500,49,66
2934,Mitte,male,800,36,60
2935,Marzahn-Hellersdorf,unknown,650,35,54
2936,Reinickendorf,unknown,600,31,33
2937,Pankow,female,650,19,33
2938,Treptow-Koepenick,unknown,750,35,40
2939,Treptow-Koepenick,female,700,40,52
2940,Neukoelln,female,450,29,52
2941,Mitte,male,400,40,45
2942,Friedrichshain-Kreuzberg,unknown,450,43,54
2943,Pankow,male,600,20,37
2944,Charlottenburg-Wilmersdorf,unknown,500,25,44
2945,Neukoelln,unknown,650,47,71
2946,Steglitz-Zehlendorf,male,800,34,54
2947,Treptow-Koepenick,female,550,39,42
2948,Tempelhof-Schoeneberg,unknown,650,27,50
2949,Tempelhof-Schoeneberg,female,800,49,68
2950,Charlottenburg-Wilmersdorf,male,400,32,41
2951,Reinickendorf,unknown,550,43,46
2952,Neukoelln,male,800,36,46
2953,Spandau,unknown,750,48,67
2954,Tempelhof-Schoeneberg,male,500,22,28
2955,Neukoelln,unknown,800,47,48
2956,Friedrichshain-Kreuzberg,female,700,21,22
2957,Marzahn-Hellersdorf,female,700,21,38
2958,Mitte,female,550,27,50
2959,Mitte,unknown,500,21,42
2960,Lichtenberg,male,700,19,25
2961,Steglitz-Zehlendorf,unknown,700,35,52
2962,Lichtenberg,unknown,800,48,52
2963,Charlottenburg-Wilmersdorf,unknown,400,29,30
2964,Spandau,male,500,45,66
2965,Lichtenberg,female,800,31,55
2966,Steglitz-Zehlendorf,unknown,700,44,62
2967,Spandau,unknown,550,21,27
2968,Marzahn-Hellersdorf,male,600,33,38
2969,Tempelhof-Schoeneberg,male,450,21,28
2970,Steglitz-Zehlendorf,unknown,400,40,44
2971,Friedrichshain-Kreuzberg,unknown,450,41,58
2972,Friedrichshain-Kreuzberg,female,650,37,56
2973,Treptow-Koepenick,male,700,24,26
2974,Charlottenburg-Wilmersdorf,male,650,35,41
2975,Treptow-Koepenick,female,450,42,54
2976,Pankow,unknown,750,36,53
2977,Tempelhof-Schoeneberg,female,750,46,57
2978,Mitte,female,800,41,63
2979,Reinickendorf,unknown,750,25,29
2980,Lichtenberg,male,400,39,54
2981,Steglitz-Zehlendorf,male,550,29,31
2982,Lichtenberg,female,450,19,35
2983,Treptow-Koepenick,male,500,25,41
2984,Mitte,unknown,450,27,31
2985,Spandau,male,550,28,49
2986,Neukoelln,female,650,49,61
2987,Marzahn-Hellersdorf,male,400,46,63
2988,Treptow-Koepenick,female,600,38,53
2989,Pankow,female,450,48,62
2990,Treptow-Koepenick,male,700,40,64
2991,Treptow-Koepenick,female,500,30,48
2992,Steglitz-Zehlendorf,male,600,31,42
2993,Friedrichshain-Kreuzberg,female,750,23,24
2994,Lichtenberg,male,650,29,34
2995,Friedrichshain-Kreuzberg,female,800,35,49
2996,Steglitz-Zehlendorf,female,400,47,69
2997,Spandau,unknown,450,43,54
2998,Charlottenburg-Wilmersdorf,unknown,700,24,26
2999,Treptow-Koepenick,unknown,450,45,49
3000,Reinickendorf,female,550,23,44
3001,Lichtenberg,unknown,700,40,63
3002,Mitte,male,750,21,28
3003,Tempelhof-Schoeneberg,female,650,20,34
3004,Treptow-Koepenick,unknown,650,42,65
3005,Friedrichshain-Kreuzberg,female,500,18,36
3006,Lichtenberg,unknown,750,36,49
3007,Neukoelln,female,550,41,59
3008,Reinickendorf,unknown,750,45,64
3009,Treptow-Koepenick,female,650,41,47
3010,Reinickendorf,female,550,33,47
3011,Pankow,unknown,500,27,40
3012,Neukoelln,female,750,19,27
3013,Lichtenberg,male,500,43,58
3014,Spandau,unknown,400,35,47
3015,Mitte,female,450,22,30
3016,Friedrichshain-Kreuzberg,female,700,34,57
3017,Charlottenburg-Wilmersdorf,male,600,31,37
3018,Treptow-Koepenick,unknown,550,38,44
3019,Marzahn-Hellersdorf,female,750,46,67
3020,Mitte,male,600,47,66
3021,Pankow,male,700,30,33
3022,Charlottenburg-Wilmersdorf,female,800,39,46
3023,Pankow,unknown,450,27,37
3024,Steglitz-Zehlendorf,unknown,550,35,36
3025,Tempelhof-Schoeneberg,unknown,700,35,38
3026,Spandau,male,650,41,61
3027,Spandau,male,700,21,24
3028,Marzahn-Hellersdorf,unknown,650,46,63
3029,Neukoelln,unknown,550,35,45
3030,Reinickendorf,male,600,43,65
3031,Neukoelln,male,650,26,33
3032,Friedrichshain-Kreuzberg,female,600,41,62
3033,Treptow-Koepenick,male,800,31,39
3034,Reinickendorf,male,600,20,25
3035,Lichtenberg,unknown,550,39,59
3036,Pankow,unknown,800,43,61
3037,Steglitz-Zehlendorf,unknown,450,36,54
3038,Treptow-Koepenick,unknown,750,41,49
3039,Lichtenberg,unknown,500,36,59
3040,Steglitz-Zehlendorf,unknown,550,48,59
3041,Reinickendorf,male,600,47,48
3042,Spandau,male,650,25,32
3043,Marzahn-Hellersdorf,female,800,19,34
3044,Lichtenberg,unknown,450,22,34
3045,Treptow-Koepenick,unknown,750,36,49
3046,Pankow,female,500,46,62
3047,Pankow,unknown,750,36,60
3048,Friedrichshain-Kreuzberg,female,800,28,33
3049,Tempelhof-Schoeneberg,unknown,650,38,39
3050,Spandau,male,400,40,60
3051,Tempelhof-Schoeneberg,male,650,19,37
3052,Steglitz-Zehlendorf,male,600,27,30
3053,Pankow,male,550,38,52
3054,Tempelhof-Schoeneberg,female,400,41,50
3055,Spandau,male,700,24,39
3056,Reinickendorf,unknown,500,46,60
3057,Marzahn-Hellersdorf,female,700,24,26
3058,Tempelhof-Schoeneberg,male,650,38,44
3059,Charlottenburg-Wilmersdorf,male,700,45,61
